trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon_2.started,mouse_2.started,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,polygon.started,mouse.started,time_in_run,x_coord_mouse,y_coord_mouse,x_coord_target,y_coord_target,opacity,polygon.stopped,mouse.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,,,3.7090651988983154,0.012219959266802444,-0.045824847250509164,-0.03333797726549609,-3.1178534323647638,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.7140252590179443,0.012219959266802444,-0.04684317718940937,-0.01932475882281233,-3.4408971637395656,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.7178640365600586,0.012219959266802444,-0.04684317718940937,-0.23882543855641192,-3.1946966030087496,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.730592966079712,0.012219959266802444,-0.048879837067209775,-0.24295719516005457,-3.0050532125883915,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.734896183013916,0.012219959266802444,-0.048879837067209775,-0.19484262239524625,-2.6721282482659894,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.7478811740875244,0.012219959266802444,-0.051934826883910386,-0.36027103982443365,-3.238192412260195,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.7514431476593018,0.012219959266802444,-0.051934826883910386,-0.6049089014601831,-2.7475930025189594,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.7650651931762695,0.012219959266802444,-0.0560081466395112,-0.6814951984009172,-2.3690805090244256,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.769278049468994,0.012219959266802444,-0.0560081466395112,-0.588561551248449,-2.5180100797085703,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.782090187072754,0.014256619144602852,-0.06008146639511202,-0.43708499072389084,-2.5972573547094475,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
0,0,0,0,,,,,,,,,,,3.78669810295105,0.015274949083503055,-0.062118126272912425,-0.7717862835573992,-2.489807948826193,0.03,,,,,,,,,435100,001,2025-07-15_10h27.01.014,Continuous_Psychophysics,2022.2.5,None,
